Gene Set,TYPE,Normal Breast (Epithelial-Stromal),ER-positive (Epithelial-Stromal),ER-negative (Epithelial-Stromal),Normal Breast (Epithelial-Epithelial),ER-positive (Epithelial-Epithelial),ER-negative (Epithelial-Epithelial)
REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_CASCADE,GO_BP,0.966614399,0.996273352,1,0.98482921,0.965054525,0.99288741
REGULATION_OF_INTERFERON_GAMMA_BIOSYNTHETIC_PROCESS,GO_BP,0.966614399,0.996273352,1,0.98482921,0.95682381,0.312960003
REGULATION_OF_MAP_KINASE_ACTIVITY,GO_BP,0.966614399,0.996273352,1,0.98482921,0.924311386,0.99288741
REGULATION_OF_PROTEIN_SECRETION,GO_BP,0.966614399,0.996273352,1,0.98482921,0.397069757,0.148954527
REGULATION_OF_SECRETION,GO_BP,0.966614399,0.996273352,1,0.98482921,0.95682381,0.99288741
REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER,GO_BP,0.966614399,0.996273352,1,0.795067545,0.965054525,0.99288741
REGULATION_OF_TRANSCRIPTIONDNA_DEPENDENT,GO_BP,0.966614399,0.996273352,1,0.98482921,0.95682381,0.99288741
REGULATION_OF_TRANSLATIONAL_INITIATION,GO_BP,0.966614399,0.996273352,1,0.98482921,0.010494409,0.99288741
REGULATION_OF_VIRAL_REPRODUCTION,GO_BP,0.966614399,0.996273352,1,0.98482921,0.95682381,1
RESPONSE_TO_NUTRIENT,GO_BP,0.966614399,0.996273352,1,0.200361818,0.95682381,0.273673564
RESPONSE_TO_STEROID_HORMONE_STIMULUS,GO_BP,0.966614399,0.996273352,1,1,0.95682381,0.99288741
SPHINGOID_METABOLIC_PROCESS,GO_BP,0.966614399,0.996273352,1,0.683651798,1,0.99288741
TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER,GO_BP,0.966614399,0.996273352,1,0.98482921,0.95682381,0.99288741
TRANSCRIPTION_INITIATION,GO_BP,0.966614399,0.996273352,1,0.98482921,0.969947871,0.99288741
TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER,GO_BP,0.966614399,0.996273352,1,0.98482921,0.95682381,0.99288741
TRANSITION_METAL_ION_TRANSPORT,GO_BP,0.966614399,0.996273352,1,0.683651798,0.95682381,0.765198178
TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY,GO_BP,0.966614399,0.996273352,1,0.930507969,0.95682381,0.99288741
TUBE_DEVELOPMENT,GO_BP,0.966614399,0.996273352,1,0.646741441,0.087560399,0.99288741
TUBE_MORPHOGENESIS,GO_BP,0.966614399,0.996273352,1,0.805513151,0.068460229,0.99288741
VACUOLE_ORGANIZATION_AND_BIOGENESIS,GO_BP,0.966614399,0.996273352,1,0.98482921,0.509000857,0.587130325
VESICLE_LOCALIZATION,GO_BP,0.966614399,0.996273352,1,1,0.95682381,1
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,KEGG,0.966614399,0.996273352,1,0.98482921,0.95682381,0.99288741
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,KEGG,0.966614399,0.996273352,1,0.98482921,0.95682381,0.99288741
KEGG_ARGININE_AND_PROLINE_METABOLISM,KEGG,0.966614399,0.996273352,1,0.342018767,0.95682381,0.99288741
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,KEGG,0.966614399,0.996273352,1,0.98482921,0.95682381,0.99288741
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,KEGG,0.966614399,0.996273352,1,0.513260749,0.95682381,0.99288741
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE,KEGG,0.966614399,0.996273352,1,1,0.95682381,0.99288741
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE,KEGG,0.966614399,0.996273352,1,1,0.95682381,0.422785717
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES,KEGG,0.966614399,0.996273352,1,1,0.95682381,3.45E-06
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS,KEGG,0.966614399,0.996273352,1,0.98482921,0.95682381,0.99288741
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM,KEGG,0.966614399,0.996273352,1,0.638674016,0.618715518,0.005367213
KEGG_MTOR_SIGNALING_PATHWAY,KEGG,0.966614399,0.996273352,1,0.200361818,0.95682381,0.949689743
KEGG_NITROGEN_METABOLISM,KEGG,0.966614399,0.996273352,1,1,0.95682381,0.99288741
KEGG_NON_HOMOLOGOUS_END_JOINING,KEGG,0.966614399,0.996273352,1,0.98482921,0.726306235,0.99288741
KEGG_O_GLYCAN_BIOSYNTHESIS,KEGG,0.966614399,0.996273352,1,0.98482921,0.95682381,1
KEGG_PANCREATIC_CANCER,KEGG,0.966614399,0.996273352,1,0.917161567,0.95682381,0.99288741
KEGG_PROTEIN_EXPORT,KEGG,0.966614399,0.996273352,1,0.867395264,0.95682381,0.99288741
KEGG_RENAL_CELL_CARCINOMA,KEGG,0.966614399,0.996273352,1,0.795067545,0.95682381,0.99288741
KEGG_RNA_DEGRADATION,KEGG,0.966614399,0.996273352,1,0.98482921,0.95682381,0.99288741
KEGG_SULFUR_METABOLISM,KEGG,0.966614399,0.996273352,1,0.805513151,1.54E-17,1
KEGG_THYROID_CANCER,KEGG,0.966614399,0.996273352,1,0.805513151,0.329131933,0.766617555
KEGG_VEGF_SIGNALING_PATHWAY,KEGG,0.966614399,0.996273352,1,0.683651798,0.95682381,0.99288741
DNA_FRAGMENTATION_DURING_APOPTOSIS,GO_BP,0.967744591,0.996273352,1,0.813512984,0.95682381,0.99288741
INTRA_GOLGI_VESICLE_MEDIATED_TRANSPORT,GO_BP,0.967744591,0.996273352,1,0.069384715,0.95682381,0.99288741
POST_GOLGI_VESICLE_MEDIATED_TRANSPORT,GO_BP,0.967744591,0.996273352,1,0.907647305,0.726306235,0.653760913
PROTEIN_AMINO_ACID_ADP_RIBOSYLATION,GO_BP,0.967995085,0.996273352,1,0.930507969,0.923517878,0.99288741
REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,GO_BP,0.968167323,0.996273352,1,0.197011114,0.95682381,0.895730826
Li 2009 (chemotherapy 24 genes),BRCA_PROG_SIG,0.968446959,0.996273352,1,0.98482921,0.95682381,0.99288741
X19228925_WATKINS_2009_ERYTHROBLAST_MARKERS,CELL_TYPE_SPEC,0.968446959,0.996273352,1,0.98482921,0.757194668,0.99288741
SPHINGOLIPID_BIOSYNTHETIC_PROCESS,GO_BP,0.968446959,0.996273352,1,1,1,0.99288741
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS,KEGG,0.968446959,0.996273352,1,0.921833274,0.716592982,0.309505192
KEGG_N_GLYCAN_BIOSYNTHESIS,KEGG,0.968446959,0.996273352,1,0.753775295,0.95682381,0.418973208
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM,KEGG,0.968446959,0.996273352,1,0.98482921,0.591762972,1
INTRACELLULAR_TRANSPORT,GO_BP,0.968699372,0.996273352,1,0.705138177,0.991777529,0.875295091
KEGG_BASAL_TRANSCRIPTION_FACTORS,KEGG,0.968699372,0.996273352,1,0.98482921,0.95682381,0.99288741
PROTEOGLYCAN_BIOSYNTHETIC_PROCESS,GO_BP,0.969659776,0.996273352,1,0.683651798,0.95682381,0.99288741
RBHallett 2012 (basal 14 genes),BRCA_PROG_SIG,0.969755793,0.996273352,1,0.805513151,0.365031982,0.99288741
WOUND_HEALING,GO_BP,0.969755793,0.996273352,1,0.98482921,0.95682381,0.99288741
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,KEGG,0.969755793,0.996273352,1,0.930507969,0.95682381,0.99288741
Khoury 2010 (Trastuzumab resistance),BRCA_PROG_SIG,0.970299656,0.996273352,1,0.98482921,0.98897988,0.99288741
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM,KEGG,0.972986025,0.996273352,1,0.002028778,0.95682381,0.853521112
SECRETION_BY_CELL,GO_BP,0.9784838,0.996273352,1,0.845844462,0.654072857,1
KEGG_PYRUVATE_METABOLISM,KEGG,0.980439237,0.996273352,1,0.98482921,0.042577994,1
GOLGI_VESICLE_TRANSPORT,GO_BP,0.981250654,0.996273352,1,0.902362887,0.591762972,0.99288741
Lin 2010 (basal chemo 23 genes),BRCA_PROG_SIG,0.985026828,0.996273352,1,0.98482921,0.045258185,1
CELLULAR_LOCALIZATION,GO_BP,0.985026828,0.996273352,1,0.98482921,0.976691104,0.99288741
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT,KEGG,0.987409856,0.996273352,1,0.98482921,0.95682381,0.524594481
SKELETAL_DEVELOPMENT,GO_BP,0.98896213,0.996273352,1,0.98482921,0.95682381,0.949689743
Abba 2005 (ER),BRCA_PROG_SIG,0.990089348,0.996273352,1,0.98482921,0.95682381,1
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,KEGG,0.997668771,0.996273352,1,0.489043555,0.95682381,0.99288741
Habermann 2009 (genomic instability),BRCA_PROG_SIG,1,0.996273352,1,1,0.95682381,1
Ma 2004 (two-gene ratio),BRCA_PROG_SIG,1,0.996273352,1,1,1,1
X19228925_WATKINS_2009_CD66B_GRANULOCYTE_MARKERS,CELL_TYPE_SPEC,1,0.996273352,1,0.033435442,0.95682381,0.99288741
X19666588_CREIGHTON_2009_CD44_POSITIVE_CD29_NEGATIVE,CELL_TYPE_SPEC,1,0.996273352,1,0.98482921,0.902068472,0.99288741
CARBOHYDRATE_BIOSYNTHETIC_PROCESS,GO_BP,0.966614399,0.997578211,1,0.98482921,0.95682381,0.100163324
BIOPOLYMER_METABOLIC_PROCESS,GO_BP,0.966614399,1,0.070873962,0.98482921,0.965054525,1
POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS,GO_BP,0.969659776,1,0.245181945,0.98482921,0.986796306,0.805361461
POSITIVE_REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,GO_BP,0.968446959,1,0.550090926,0.98482921,0.958736459,0.99288741
TRANSCRIPTION_DNA_DEPENDENT,GO_BP,0.966614399,1,0.665788792,0.98482921,0.95682381,0.99288741
TRANSCRIPTION,GO_BP,0.966614399,1,0.706578443,0.98482921,0.95682381,0.99288741
REGULATION_OF_TRANSCRIPTION,GO_BP,0.966614399,1,0.851441446,0.98482921,0.95682381,0.99288741
REGULATION_OF_RNA_METABOLIC_PROCESS,GO_BP,0.966614399,1,0.98883167,0.98482921,0.95682381,0.99288741
POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS,GO_BP,0.332588407,1,1,0.912267743,0.95682381,0.623223421
X21131600_CAMP_2010_LUM,CELL_TYPE_SPEC,0.412318709,1,1,0.98482921,0.95682381,1
PROTEIN_IMPORT,GO_BP,0.482833342,1,1,0.98482921,0.95682381,0.99288741
CARBOXYLIC_ACID_METABOLIC_PROCESS,GO_BP,0.482933873,1,1,0.986005804,0.95682381,0.99288741
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,KEGG,0.506401588,1,1,0.329689763,0.95682381,0.949689743
KEGG_ACUTE_MYELOID_LEUKEMIA,KEGG,0.776097085,1,1,0.98482921,0.95682381,0.99288741
KEGG_MAPK_SIGNALING_PATHWAY,KEGG,0.847904505,1,1,0.200361818,0.95682381,0.99288741
KEGG_BLADDER_CANCER,KEGG,0.948392385,1,1,0.98482921,0.95682381,0.99288741
Planche 2011 (normal vs tumour stroma),BRCA_PROG_SIG,0.966614399,1,1,0.98482921,1,1
Tosolini 2001 (D1 Th17),BRCA_PROG_SIG,0.966614399,1,1,0.98714369,0.95682381,0.99288741
Rody 2009 (MHC I),BRCA_PROG_SIG,1,1,1,1,1,1
X11781229_PARK_HSC_MARKERS,CELL_TYPE_SPEC,1,1,1,1,0.95682381,0.903890047
X17868458_BUESS_2007_INTERFERON_RESPONSE,CELL_TYPE_SPEC,1,1,1,1,1,1
