	NormDegree	StromaNorm	EpiNorm	BrPDegree	StromaBrP	EpiBrP	BrNDegree	StromaBrN	EpiBrN	norm.self	erp.self	ern.self
RPLP0	5	1	4	3	3	0	0	0	0	0	0	0
FEZF2	3	2	1	1	1	0	2	0	2	0	0	0
EIF2AK1	10	10	0	1	0	1	0	0	0	0	0	0
WDR96	7	4	3	0	0	0	1	1	0	0	0	0
C19orf26	1	1	0	0	0	0	0	0	0	0	0	0
FKBP2	1	1	0	0	0	0	2	1	1	0	0	0
HIPK1	2	2	0	1	0	1	1	1	0	0	0	0
UCKL1	5	4	1	4	1	3	3	1	2	0	0	0
C12orf4	2	2	0	2	2	0	0	0	0	0	0	0
ATG12	5	4	1	1	1	0	1	0	1	0	0	0
ZBTB25	1	1	0	7	0	7	1	0	1	0	0	0
ONECUT2	1	1	0	1	0	1	0	0	0	0	0	0
PAK1	1	1	0	1	1	0	1	0	1	0	0	0
C19orf40	2	2	0	4	2	2	0	0	0	0	0	0
KCTD15	9	4	5	5	0	5	0	0	0	1	0	0
MTTP	9	8	1	0	0	0	5	2	3	0	0	0
DYSF	3	3	0	1	0	1	0	0	0	0	0	0
RAPGEF1	5	1	4	16	0	16	0	0	0	0	0	0
ZNF140	1	1	0	0	0	0	0	0	0	0	0	0
KCTD9	2	1	1	2	1	1	1	0	1	0	0	0
MPZ	8	3	5	1	1	0	0	0	0	0	0	0
ZNF385D	5	5	0	0	0	0	5	2	3	0	0	0
FLT4	2	1	1	0	0	0	0	0	0	0	0	0
DCAF4	5	1	4	0	0	0	0	0	0	0	0	0
IL12RB2	1	1	0	0	0	0	1	0	1	0	0	0
DOCK2	2	1	1	4	0	4	0	0	0	0	0	0
KLHL25	5	5	0	1	1	0	0	0	0	0	0	0
GDNF	2	1	1	3	3	0	0	0	0	0	0	0
FHL1	1	1	0	0	0	0	1	1	0	0	0	0
ZNF395	1	1	0	5	1	4	0	0	0	0	0	0
TUBB2C	2	1	1	0	0	0	5	4	1	0	0	0
SLC37A1	1	1	0	1	1	0	0	0	0	0	0	0
E2F6	1	1	0	1	1	0	0	0	0	0	0	0
COLEC10	4	3	1	0	0	0	1	1	0	0	0	0
AARS	4	3	1	3	1	2	6	1	5	0	0	0
ART1	1	1	0	1	1	0	6	1	5	0	0	0
FLCN	8	1	7	2	1	1	4	1	3	0	0	0
SAV1	1	1	0	0	0	0	1	1	0	0	0	0
MRPL11	4	3	1	1	0	1	21	0	21	0	0	0
U2SURP	1	1	0	2	2	0	0	0	0	0	0	0
SHFM1	4	3	1	2	0	2	11	1	10	0	0	0
MYO1B	1	1	0	0	0	0	0	0	0	0	0	0
PDHX	9	2	7	0	0	0	1	1	0	1	0	0
EPN2	2	2	0	2	0	2	0	0	0	0	0	0
ATG10	1	1	0	2	1	1	5	3	2	0	0	0
HSPA14	3	3	0	1	1	0	2	1	1	0	0	0
ETNK2	3	2	1	0	0	0	1	1	0	0	0	0
PRSS50	2	2	0	0	0	0	0	0	0	0	0	0
NEB	2	1	1	1	1	0	9	0	9	0	0	0
KIFC3	2	2	0	13	13	0	0	0	0	0	0	0
GYG2	2	2	0	3	0	3	1	1	0	0	0	0
MICALL2	2	1	1	2	1	1	2	2	0	0	0	0
ADORA2A	2	1	1	0	0	0	1	1	0	0	0	0
PLXNC1	2	1	1	0	0	0	5	1	4	0	0	0
ZNF671	2	1	1	0	0	0	2	2	0	0	0	0
PROS1	1	1	0	1	0	1	4	3	1	0	0	0
ARHGAP28	2	2	0	0	0	0	5	4	1	0	0	0
PIK3C2A	2	2	0	0	0	0	2	2	0	0	0	0
FAM189A2	2	1	1	2	1	1	0	0	0	0	0	0
C16orf61	1	1	0	0	0	0	1	0	1	0	0	0
LMX1B	2	1	1	0	0	0	2	0	2	0	0	0
PREX2	2	2	0	1	0	1	1	0	1	0	0	0
NPDC1	1	1	0	5	1	4	0	0	0	0	0	0
KIF3B	1	1	0	0	0	0	0	0	0	0	0	0
ICAM4	3	3	0	5	2	3	2	2	0	0	0	0
GTF2A2	2	1	1	1	1	0	8	6	2	0	0	0
GON4L	1	1	0	1	1	0	0	0	0	0	0	0
RPS28	3	3	0	0	0	0	0	0	0	0	0	0
DEPDC5	4	4	0	0	0	0	0	0	0	0	0	0
CHRNA1	3	1	2	3	0	3	1	1	0	0	0	0
TMEM14A	3	1	2	0	0	0	13	10	3	0	0	0
LRIT1	1	1	0	4	3	1	11	0	11	0	0	0
C5orf45	2	2	0	3	1	2	0	0	0	0	0	0
C12orf48	4	2	2	4	1	3	0	0	0	0	0	0
ACN9	1	1	0	1	0	1	0	0	0	0	0	0
RBM22	2	1	1	0	0	0	0	0	0	0	0	0
ATF3	1	1	0	0	0	0	0	0	0	0	0	0
TMEM121	3	3	0	2	0	2	0	0	0	0	0	0
RGS17	3	3	0	2	0	2	0	0	0	0	0	0
TK1	1	1	0	4	2	2	1	1	0	0	0	0
PTGIR	2	1	1	0	0	0	0	0	0	0	0	0
PPIG	1	1	0	0	0	0	0	0	0	0	0	0
NFU1	1	1	0	0	0	0	0	0	0	0	0	0
CHMP1A	7	4	3	0	0	0	4	1	3	0	0	0
WFDC8	5	3	2	1	1	0	0	0	0	0	0	0
STK38L	11	1	10	0	0	0	1	1	0	0	0	0
SPINK5	2	1	1	5	0	5	2	1	1	0	0	0
EIF3F	2	1	1	1	0	1	0	0	0	0	0	0
PLCG1	1	1	0	0	0	0	0	0	0	0	0	0
BEND5	1	1	0	6	1	5	0	0	0	0	0	0
SASH1	1	1	0	3	0	3	0	0	0	0	0	0
LRRC42	2	1	1	0	0	0	3	2	1	0	0	0
GCM1	5	5	0	3	1	2	10	0	10	0	0	0
EIF4ENIF1	1	1	0	2	0	2	0	0	0	0	0	0
EGLN1	1	1	0	2	0	2	2	1	1	0	0	0
MARK2	2	2	0	1	0	1	0	0	0	0	0	0
C6	5	1	4	0	0	0	0	0	0	0	0	0
FEZ1	4	1	3	0	0	0	1	0	1	0	0	0
TEF	1	1	0	0	0	0	1	0	1	0	0	0
HERC2	2	1	1	0	0	0	0	0	0	0	0	0
ITK	2	2	0	2	1	1	3	0	3	0	0	0
ASMTL	1	1	0	3	3	0	0	0	0	0	0	0
NR2E3	5	5	0	1	0	1	2	0	2	0	0	0
C9orf167	2	2	0	0	0	0	0	0	0	0	0	0
B3GNT2	2	2	0	1	1	0	0	0	0	0	0	0
LXN	4	2	2	0	0	0	1	1	0	0	0	0
FAM86C	4	4	0	0	0	0	0	0	0	0	0	0
ADCK4	2	2	0	0	0	0	0	0	0	0	0	0
APOF	3	1	2	0	0	0	0	0	0	0	0	0
APOC2	3	3	0	0	0	0	0	0	0	0	0	0
ABI1	1	1	0	0	0	0	1	0	1	0	0	0
NOMO1	9	3	6	0	0	0	1	1	0	0	0	0
BFAR	1	1	0	3	3	0	0	0	0	0	0	0
CNPY4	3	2	1	3	3	0	0	0	0	0	0	0
STAT6	2	1	1	2	1	1	0	0	0	1	0	0
PSIP1	2	2	0	0	0	0	1	0	1	0	0	0
TIMM50	1	1	0	1	0	1	0	0	0	0	0	0
TLE6	2	1	1	0	0	0	0	0	0	0	0	0
DLX2	7	6	1	1	1	0	1	1	0	0	0	0
DSE	1	1	0	2	1	1	0	0	0	0	0	0
KHSRP	1	1	0	1	0	1	0	0	0	0	0	0
LMBR1L	6	2	4	0	0	0	0	0	0	0	0	0
BYSL	3	3	0	2	0	2	11	6	5	0	0	0
RSL1D1	5	2	3	1	0	1	0	0	0	0	0	0
ANXA5	1	1	0	0	0	0	2	0	2	0	0	0
VENTX	1	1	0	3	3	0	1	0	1	0	0	0
PLEC	2	1	1	0	0	0	0	0	0	0	0	0
EIF2B1	1	1	0	2	0	2	0	0	0	0	0	0
ANXA7	1	1	0	0	0	0	0	0	0	0	0	0
TMOD1	2	2	0	1	0	1	0	0	0	0	0	0
SHQ1	2	1	1	0	0	0	2	0	2	0	0	0
CNGB3	8	1	7	0	0	0	4	1	3	0	0	0
SLC16A6	4	3	1	0	0	0	0	0	0	0	0	0
LRRC23	1	1	0	1	0	1	0	0	0	0	0	0
CYP46A1	5	1	4	1	1	0	0	0	0	0	0	0
RTF1	1	1	0	0	0	0	0	0	0	0	0	0
PLA2G10	1	1	0	0	0	0	0	0	0	0	0	0
ZNF507	1	1	0	2	0	2	2	0	2	0	0	0
ITSN2	6	1	5	1	0	1	0	0	0	0	0	0
RRM1	2	1	1	0	0	0	4	4	0	0	0	0
POU1F1	4	4	0	0	0	0	0	0	0	0	0	0
TAS2R4	2	1	1	3	0	3	0	0	0	0	0	0
ALOX5	5	5	0	2	2	0	2	2	0	0	0	0
KCNJ8	2	1	1	7	0	7	1	0	1	0	0	0
CASC5	2	2	0	1	0	1	0	0	0	0	0	0
FBP2	4	3	1	1	1	0	0	0	0	0	0	0
CD40	1	1	0	0	0	0	0	0	0	0	0	0
NCAPH	1	1	0	1	0	1	0	0	0	0	0	0
RHOC	2	1	1	3	0	3	1	1	0	0	0	0
AKR1C3	3	1	2	0	0	0	1	0	1	0	0	0
PINK1	3	1	2	1	0	1	1	0	1	0	0	0
MYCL1	22	1	21	5	0	5	0	0	0	0	0	0
IL10	2	1	1	0	0	0	1	1	0	0	0	0
RRAS2	1	1	0	0	0	0	1	0	1	0	0	0
AARSD1	1	1	0	1	0	1	0	0	0	0	0	0
PROX1	24	1	23	1	1	0	0	0	0	0	0	0
P2RX7	4	2	2	1	1	0	10	0	10	0	0	0
VAMP5	2	2	0	1	0	1	1	0	1	0	0	0
RPL39	5	4	1	0	0	0	0	0	0	0	0	0
HDAC1	15	2	13	0	0	0	2	2	0	0	0	0
B4GALT4	1	1	0	0	0	0	0	0	0	0	0	0
C17orf39	1	1	0	1	1	0	0	0	0	0	0	0
PPIE	2	2	0	1	1	0	0	0	0	0	0	0
TRIM33	1	1	0	0	0	0	0	0	0	0	0	0
MFHAS1	1	1	0	0	0	0	1	1	0	0	0	0
NOX3	3	3	0	2	1	1	1	0	1	0	0	0
VEGFA	1	1	0	0	0	0	1	0	1	0	0	0
EAF2	2	1	1	0	0	0	7	5	2	0	0	0
WEE1	2	2	0	0	0	0	0	0	0	0	0	0
ZMYND8	3	3	0	1	1	0	1	0	1	0	0	0
SLCO3A1	1	1	0	0	0	0	0	0	0	0	0	0
RNF31	2	1	1	0	0	0	1	0	1	0	0	0
KRT76	1	1	0	1	0	1	1	1	0	0	0	0
ABCD4	1	1	0	2	1	1	3	0	3	0	0	0
NPFF	5	2	3	1	0	1	2	1	1	0	0	0
LMNA	1	1	0	0	0	0	0	0	0	0	0	0
CDH22	3	2	1	5	4	1	0	0	0	0	0	0
IKBKAP	1	1	0	1	0	1	0	0	0	0	0	0
HHAT	1	1	0	1	0	1	0	0	0	0	0	0
LTK	1	1	0	1	0	1	0	0	0	0	0	0
GPR15	2	1	1	2	2	0	1	1	0	0	0	0
BANP	2	1	1	0	0	0	0	0	0	0	0	0
RSBN1	2	2	0	0	0	0	0	0	0	0	0	0
TP73	1	1	0	0	0	0	0	0	0	0	0	0
NCK2	2	1	1	0	0	0	1	1	0	0	0	0
NMUR1	20	1	19	0	0	0	0	0	0	0	0	0
CSRNP3	1	1	0	3	3	0	0	0	0	0	0	0
PCBP4	2	1	1	0	0	0	0	0	0	0	0	0
POU2AF1	1	1	0	3	1	2	1	1	0	0	0	0
IRF4	1	1	0	4	0	4	1	0	1	0	0	0
EN1	1	1	0	2	0	2	2	0	2	0	0	0
DCTPP1	2	1	1	13	12	1	1	1	0	0	0	0
CDC40	1	1	0	0	0	0	0	0	0	0	0	0
LGALS9	3	1	2	2	1	1	1	1	0	0	0	0
ATF1	1	1	0	0	0	0	0	0	0	0	0	0
LONP1	4	4	0	1	0	1	0	0	0	0	0	0
SUOX	1	1	0	1	1	0	2	2	0	0	0	0
BEX4	2	2	0	1	1	0	1	1	0	0	0	0
ZNF335	1	1	0	2	1	1	4	0	4	0	0	0
CNOT7	5	2	3	0	0	0	1	1	0	0	0	0
GAL3ST1	6	6	0	1	0	1	4	4	0	0	0	0
PSD4	4	4	0	3	0	3	3	3	0	0	0	0
TMEM100	7	4	3	1	1	0	0	0	0	0	0	0
SERPINB10	1	1	0	1	0	1	5	0	5	0	0	0
LRMP	1	1	0	1	0	1	3	0	3	0	0	0
ZNF254	2	1	1	2	2	0	0	0	0	0	0	0
MAK16	2	2	0	0	0	0	1	1	0	0	0	0
MANBA	1	1	0	0	0	0	1	1	0	0	0	0
SIRT4	1	1	0	1	1	0	1	1	0	0	0	0
PKLR	3	2	1	0	0	0	0	0	0	0	0	0
ALG5	1	1	0	2	1	1	1	0	1	0	0	0
UNC5B	6	2	4	0	0	0	0	0	0	0	0	0
IGFBP1	1	1	0	1	0	1	1	0	1	0	0	0
SYNGR2	1	1	0	0	0	0	12	12	0	0	0	0
UGT2B4	2	2	0	0	0	0	3	1	2	0	0	0
RCE1	12	2	10	1	1	0	1	0	1	0	0	0
SNCB	1	1	0	3	0	3	0	0	0	0	0	0
PRLR	2	2	0	0	0	0	0	0	0	0	0	0
OR10H1	3	3	0	2	0	2	3	0	3	0	0	0
C9orf6	2	2	0	0	0	0	1	1	0	0	0	0
C18orf25	2	1	1	2	0	2	0	0	0	0	0	0
TCEAL2	3	2	1	5	5	0	2	0	2	0	0	0
CCDC134	2	1	1	1	1	0	0	0	0	0	0	0
VCAN	2	2	0	5	1	4	0	0	0	0	0	0
PYCARD	1	1	0	0	0	0	0	0	0	0	0	0
CYR61	1	1	0	1	1	0	1	0	1	0	0	0
CHPF2	2	2	0	0	0	0	0	0	0	0	0	0
CTBP2	1	1	0	2	2	0	0	0	0	0	0	0
PDLIM4	2	2	0	2	1	1	1	1	0	0	0	0
PDC	15	4	11	3	3	0	0	0	0	0	0	0
OR2B2	1	1	0	0	0	0	1	0	1	0	0	0
EIF1AY	1	1	0	0	0	0	0	0	0	0	0	0
CASP8AP2	1	1	0	0	0	0	0	0	0	0	0	0
PCDHB1	3	2	1	1	0	1	1	0	1	0	0	0
METTL2B	3	1	2	0	0	0	0	0	0	0	0	0
AGRP	2	2	0	0	0	0	0	0	0	0	0	0
GPATCH4	1	1	0	0	0	0	0	0	0	0	0	0
PEX16	4	4	0	1	1	0	1	0	1	0	0	0
SLC9A7	5	5	0	0	0	0	0	0	0	0	0	0
GLB1L	1	1	0	3	0	3	2	1	1	0	0	0
HNF1A	3	3	0	0	0	0	1	0	1	0	0	0
ZNF673	2	2	0	0	0	0	0	0	0	0	0	0
NQO2	1	1	0	1	0	1	2	0	2	0	0	0
ITGB1BP1	1	1	0	2	2	0	0	0	0	0	0	0
CCDC82	1	1	0	3	0	3	1	0	1	0	0	0
ABCA4	4	1	3	0	0	0	2	1	1	0	0	0
TASP1	4	1	3	0	0	0	1	0	1	0	0	0
USP21	1	1	0	1	0	1	0	0	0	0	0	0
ZNF442	1	1	0	0	0	0	2	1	1	0	0	0
NEU1	1	1	0	0	0	0	0	0	0	0	0	0
RPL37	7	3	4	1	0	1	0	0	0	0	0	0
MYH1	3	1	2	0	0	0	1	0	1	0	0	0
TBL1Y	1	1	0	0	0	0	0	0	0	0	0	0
TACC1	2	1	1	0	0	0	0	0	0	0	0	0
FGF21	1	1	0	2	1	1	5	0	5	0	0	0
GLRA2	2	2	0	0	0	0	4	1	3	0	0	0
ZNF331	6	4	2	1	1	0	0	0	0	0	0	0
METRN	2	2	0	1	0	1	1	0	1	0	0	0
RNF115	2	1	1	0	0	0	1	1	0	0	0	0
UNC93A	1	1	0	4	2	2	1	0	1	0	0	0
GPR143	2	2	0	3	0	3	0	0	0	0	0	0
CEP55	1	1	0	18	9	9	19	2	17	0	0	0
MID1	1	1	0	1	0	1	0	0	0	0	0	0
WDR41	1	1	0	0	0	0	1	0	1	0	0	0
MLN	2	2	0	2	0	2	1	1	0	0	0	0
TNNI3K	1	1	0	2	1	1	0	0	0	0	0	0
PIWIL2	1	1	0	0	0	0	1	0	1	0	0	0
KCNA2	3	1	2	0	0	0	2	0	2	0	0	0
REPS1	2	2	0	1	0	1	0	0	0	0	0	0
NPTN	2	2	0	0	0	0	0	0	0	0	0	0
UBE2N	2	1	1	0	0	0	3	2	1	0	0	0
CDH8	1	1	0	1	0	1	0	0	0	0	0	0
KCNAB2	4	1	3	0	0	0	1	0	1	0	0	0
COX10	2	2	0	1	1	0	9	9	0	0	0	0
SLC26A2	1	1	0	0	0	0	2	1	1	0	0	0
CD80	2	2	0	0	0	0	0	0	0	0	0	0
SKI	1	1	0	0	0	0	1	1	0	0	0	0
PRKG2	2	2	0	1	1	0	4	2	2	0	0	0
SRSF9	1	1	0	0	0	0	1	1	0	0	0	0
HSPBP1	1	1	0	1	0	1	6	0	6	0	0	0
EMR1	5	3	2	0	0	0	0	0	0	0	0	0
MYO10	2	2	0	2	2	0	12	11	1	0	0	0
GFI1	3	3	0	1	0	1	1	1	0	0	0	0
SHMT2	3	3	0	1	0	1	3	0	3	0	0	0
SOX30	3	1	2	0	0	0	2	0	2	0	0	0
GAN	5	2	3	1	0	1	0	0	0	0	0	0
SLC38A7	1	1	0	1	0	1	0	0	0	0	0	0
DBP	7	1	6	0	0	0	0	0	0	0	0	0
C7orf26	1	1	0	0	0	0	0	0	0	0	0	0
GKN1	3	3	0	3	1	2	0	0	0	0	0	0
HNRNPC	3	3	0	0	0	0	3	0	3	0	0	0
FERMT1	4	1	3	3	0	3	0	0	0	0	0	0
NAT6	2	2	0	1	1	0	0	0	0	0	0	0
ZNF273	2	2	0	1	0	1	0	0	0	0	0	0
TAF10	2	1	1	5	0	5	2	2	0	0	0	0
CUX1	1	1	0	1	1	0	0	0	0	0	0	0
PFN1	3	2	1	0	0	0	2	0	2	0	0	0
NEIL3	3	3	0	11	1	10	0	0	0	0	0	0
ZNF41	3	3	0	0	0	0	1	1	0	0	0	0
SCAMP4	3	2	1	0	0	0	1	1	0	0	0	0
APOM	1	1	0	0	0	0	0	0	0	0	0	0
CBX8	1	1	0	0	0	0	1	1	0	0	0	0
C16orf62	1	1	0	0	0	0	0	0	0	0	0	0
NAP1L1	5	5	0	0	0	0	0	0	0	0	0	0
ZBTB32	4	1	3	2	1	1	0	0	0	0	0	0
FKBP1A	2	1	1	2	1	1	1	1	0	0	0	0
SNX24	4	4	0	1	1	0	0	0	0	0	0	0
CUL4A	1	1	0	0	0	0	2	1	1	0	0	0
ANXA1	1	1	0	2	0	2	0	0	0	0	0	0
PAFAH1B3	1	1	0	0	0	0	5	4	1	0	0	0
ITGA5	5	5	0	0	0	0	0	0	0	0	0	0
HLTF	2	2	0	2	2	0	1	1	0	0	0	0
ABCA1	1	1	0	0	0	0	6	6	0	0	0	0
NELL1	1	1	0	2	0	2	1	0	1	0	0	0
POMP	1	1	0	0	0	0	0	0	0	0	0	0
KNG1	1	1	0	0	0	0	2	0	2	0	0	0
F10	2	2	0	2	2	0	0	0	0	0	0	0
BBX	1	1	0	2	2	0	0	0	0	0	0	0
SOCS2	1	1	0	0	0	0	0	0	0	0	0	0
SLC1A5	4	2	2	0	0	0	0	0	0	0	0	0
THAP7	3	2	1	1	1	0	1	1	0	0	0	0
MAGEB1	1	1	0	3	2	1	5	3	2	0	0	0
ENPEP	6	6	0	0	0	0	0	0	0	0	0	0
HCFC1	1	1	0	0	0	0	1	0	1	0	0	0
FANCC	1	1	0	1	0	1	0	0	0	0	0	0
HOXD10	2	2	0	0	0	0	1	0	1	0	0	0
PLBD1	5	1	4	0	0	0	3	3	0	0	0	0
AKAP6	1	1	0	0	0	0	0	0	0	0	0	0
ZNF224	1	1	0	0	0	0	0	0	0	0	0	0
CCDC88A	3	3	0	0	0	0	2	0	2	0	0	0
COL18A1	1	1	0	3	0	3	0	0	0	0	0	0
HPR	3	3	0	1	1	0	2	1	1	0	0	0
KCNA3	4	1	3	0	0	0	10	0	10	0	0	0
PPFIA1	1	1	0	2	2	0	2	2	0	0	0	0
ZBTB48	1	1	0	5	1	4	1	0	1	0	0	0
C21orf62	2	1	1	0	0	0	0	0	0	0	0	0
PHLDB1	1	1	0	0	0	0	6	6	0	0	0	0
ACSM3	1	1	0	0	0	0	0	0	0	0	0	0
JAKMIP2	2	1	1	1	0	1	1	0	1	0	0	0
CHST2	1	1	0	5	3	2	8	1	7	0	0	0
HOXA11	1	1	0	0	0	0	0	0	0	0	0	0
ETV4	1	1	0	0	0	0	0	0	0	0	0	0
SCRG1	4	3	1	0	0	0	2	1	1	0	0	0
TIAL1	1	1	0	0	0	0	0	0	0	0	0	0
RPL35	2	2	0	0	0	0	2	2	0	0	0	0
IL11RA	2	2	0	0	0	0	1	1	0	0	0	0
PRPF39	1	1	0	0	0	0	0	0	0	0	0	0
KCTD14	1	1	0	4	1	3	0	0	0	0	0	0
COQ3	6	6	0	4	0	4	0	0	0	0	0	0
PA2G4	1	1	0	0	0	0	1	0	1	0	0	0
CLCA1	1	1	0	0	0	0	1	0	1	0	0	0
TPRKB	1	1	0	0	0	0	4	3	1	0	0	0
ZFY	3	3	0	0	0	0	0	0	0	0	0	0
NDUFA4L2	1	1	0	1	1	0	1	0	1	0	0	0
IL23A	1	1	0	0	0	0	3	0	3	0	0	0
VCX2	2	2	0	2	1	1	0	0	0	0	0	0
BAI1	1	1	0	0	0	0	0	0	0	0	0	0
SLC11A2	2	2	0	0	0	0	0	0	0	0	0	0
HSPC072	5	4	1	16	2	14	6	6	0	0	0	0
BCR	1	1	0	2	1	1	3	2	1	0	0	0
ESD	2	1	1	1	0	1	0	0	0	0	0	0
TMEM144	1	1	0	2	1	1	1	1	0	0	0	0
SRR	1	1	0	2	2	0	1	0	1	0	0	0
MYH8	2	1	1	1	1	0	10	0	10	0	0	0
SNRPA1	5	4	1	3	0	3	8	7	1	0	0	0
PIAS2	2	1	1	1	0	1	0	0	0	0	0	0
UBE2I	1	1	0	3	0	3	0	0	0	0	0	0
FAM108A1	1	1	0	2	0	2	0	0	0	0	0	0
CSNK2B	2	2	0	0	0	0	11	11	0	0	0	0
TGM4	1	1	0	2	0	2	0	0	0	0	0	0
ZNF268	3	3	0	3	1	2	0	0	0	0	0	0
ZNF835	10	3	7	0	0	0	13	0	13	0	0	0
RANGRF	1	1	0	4	0	4	2	1	1	0	0	0
LIN7A	3	3	0	0	0	0	0	0	0	0	0	0
NACC2	3	2	1	0	0	0	0	0	0	0	0	0
KCNMB3	2	1	1	0	0	0	0	0	0	0	0	0
NGFR	8	4	4	3	0	3	0	0	0	0	0	0
CDK9	2	2	0	4	0	4	0	0	0	0	0	0
NXT1	1	1	0	1	1	0	1	1	0	0	0	0
DUSP7	1	1	0	2	2	0	0	0	0	0	0	0
ZNF510	4	4	0	0	0	0	0	0	0	0	0	0
ATP4B	3	2	1	1	0	1	5	1	4	0	0	0
HGD	2	2	0	2	2	0	0	0	0	0	0	0
PMEL	4	2	2	1	0	1	0	0	0	0	0	0
PDXK	1	1	0	0	0	0	1	1	0	0	0	0
HSBP1	3	1	2	0	0	0	0	0	0	0	0	0
PSORS1C2	2	2	0	0	0	0	4	2	2	0	0	0
ABCF1	3	2	1	3	3	0	2	1	1	0	0	0
ARF5	1	1	0	0	0	0	7	0	7	0	0	0
PJA2	1	1	0	0	0	0	2	1	1	0	0	0
CNNM3	9	8	1	0	0	0	0	0	0	1	0	0
PTPN9	4	4	0	0	0	0	0	0	0	0	0	0
RCAN3	1	1	0	1	0	1	0	0	0	0	0	0
PIAS4	4	4	0	0	0	0	1	0	1	0	0	0
LASP1	4	2	2	0	0	0	0	0	0	0	0	0
SNX27	1	1	0	0	0	0	0	0	0	0	0	0
RECQL5	1	1	0	1	0	1	0	0	0	0	0	0
ZNF250	2	2	0	4	0	4	1	1	0	0	0	0
CTAG1A	2	2	0	1	0	1	0	0	0	0	0	0
AKAP13	1	1	0	0	0	0	0	0	0	0	0	0
DDX28	2	1	1	1	1	0	0	0	0	0	0	0
ANGPTL2	1	1	0	1	1	0	0	0	0	0	0	0
DDRGK1	2	2	0	3	0	3	3	3	0	0	0	0
PI15	4	1	3	0	0	0	18	18	0	0	0	0
CPSF1	3	1	2	0	0	0	0	0	0	0	0	0
KLRG1	5	3	2	2	2	0	0	0	0	0	0	0
COX7A1	1	1	0	1	0	1	1	1	0	0	0	0
ARF1	11	1	10	0	0	0	1	1	0	0	0	0
MS4A12	3	1	2	0	0	0	1	0	1	0	0	0
GTF2B	2	1	1	0	0	0	0	0	0	0	0	0
TAS2R10	4	3	1	1	1	0	1	1	0	0	0	0
CTNNAL1	1	1	0	1	0	1	0	0	0	0	0	0
RBMS3	3	3	0	1	1	0	10	6	4	0	0	0
NPM3	1	1	0	1	1	0	1	1	0	0	0	0
DIMT1L	3	2	1	1	0	1	1	0	1	0	0	0
KRT38	2	1	1	0	0	0	1	0	1	0	0	0
CPT1A	4	4	0	0	0	0	2	0	2	0	0	0
NUDT15	1	1	0	1	1	0	0	0	0	0	0	0
TMC7	1	1	0	0	0	0	1	0	1	0	0	0
NR5A2	1	1	0	1	1	0	3	0	3	0	0	0
XYLT2	1	1	0	0	0	0	0	0	0	0	0	0
NDUFAF1	2	1	1	3	3	0	0	0	0	0	0	0
MED8	2	2	0	2	1	1	0	0	0	0	0	0
EPOR	4	4	0	0	0	0	0	0	0	0	0	0
PACSIN2	2	2	0	1	1	0	0	0	0	0	0	0
RFWD3	2	2	0	7	3	4	0	0	0	0	0	0
TSPAN3	4	2	2	0	0	0	0	0	0	0	0	0
SNCAIP	1	1	0	0	0	0	0	0	0	0	0	0
PKD2L1	9	2	7	0	0	0	0	0	0	0	0	0
CDX1	2	2	0	0	0	0	2	0	2	0	0	0
SSB	4	1	3	0	0	0	0	0	0	0	0	0
INHBE	1	1	0	2	2	0	0	0	0	0	0	0
PRMT8	1	1	0	1	1	0	5	4	1	0	0	0
TLK1	3	1	2	0	0	0	0	0	0	0	0	0
RECQL	1	1	0	1	1	0	2	0	2	0	0	0
TUSC2	1	1	0	2	0	2	0	0	0	0	0	0
CNGB1	1	1	0	1	0	1	0	0	0	0	0	0
PTPRH	1	1	0	2	2	0	0	0	0	0	0	0
B3GNTL1	3	2	1	2	1	1	1	0	1	0	0	0
INADL	3	1	2	0	0	0	0	0	0	0	0	0
LILRB1	3	1	2	7	7	0	1	0	1	0	0	0
MKL2	1	1	0	1	1	0	0	0	0	0	0	0
HDGF	2	1	1	0	0	0	12	7	5	0	0	0
TLK2	4	2	2	0	0	0	0	0	0	0	0	0
ZNF32	1	1	0	0	0	0	0	0	0	0	0	0
WSCD1	5	5	0	0	0	0	1	1	0	0	0	0
SLCO4C1	2	1	1	1	1	0	0	0	0	0	0	0
PLG	1	1	0	3	0	3	1	1	0	0	0	0
HARS2	2	2	0	1	1	0	2	2	0	0	0	0
CTNNA2	1	1	0	0	0	0	1	0	1	0	0	0
MS4A1	2	2	0	0	0	0	1	0	1	0	0	0
NAV2	2	1	1	2	2	0	0	0	0	0	0	0
PNPLA6	2	1	1	0	0	0	0	0	0	0	0	0
CD247	2	1	1	5	5	0	1	0	1	0	0	0
ERCC3	1	1	0	0	0	0	0	0	0	0	0	0
TMED10	2	1	1	2	2	0	0	0	0	0	0	0
ST7	2	2	0	1	0	1	0	0	0	0	0	0
TOR1A	1	1	0	0	0	0	0	0	0	0	0	0
DHRS11	1	1	0	2	1	1	0	0	0	0	0	0
KLF11	3	2	1	2	1	1	0	0	0	0	0	0
SGCD	1	1	0	2	1	1	3	0	3	0	0	0
ACAT2	1	1	0	2	1	1	0	0	0	0	0	0
WDR70	2	2	0	0	0	0	0	0	0	0	0	0
TNNI3	1	1	0	0	0	0	1	0	1	0	0	0
IL18R1	2	1	1	1	0	1	4	0	4	0	0	0
TSPAN7	2	2	0	1	1	0	0	0	0	0	0	0
MLXIPL	4	1	3	6	3	3	0	0	0	0	0	0
GCK	2	2	0	1	0	1	4	3	1	0	0	0
