	probe	EntrezGene.ID	Gene.Symbol
geneid_64854	geneid_64854	64854	USP46
geneid_387893	geneid_387893	387893	SETD8
geneid_80762	geneid_80762	80762	NDFIP1
geneid_29944	geneid_29944	29944	PNMA3
geneid_55764	geneid_55764	55764	IFT122
geneid_283463	geneid_283463	283463	MUC19
geneid_145270	geneid_145270	145270	PRIMA1
geneid_4700	geneid_4700	4700	NDUFA6
geneid_54896	geneid_54896	54896	PQLC2
geneid_1002	geneid_1002	1002	CDH4
geneid_55726	geneid_55726	55726	C12orf11
geneid_8844	geneid_8844	8844	KSR1
geneid_149628	geneid_149628	149628	PYHIN1
geneid_23240	geneid_23240	23240	KIAA0922
geneid_5940	geneid_5940	5940	RBMY1A1
geneid_85288	geneid_85288	85288	KRTAP4-6
geneid_29941	geneid_29941	29941	PKN3
geneid_8971	geneid_8971	8971	H1FX
geneid_25	geneid_25	25	ABL1
geneid_1401	geneid_1401	1401	CRP
geneid_10608	geneid_10608	10608	MXD4
geneid_337879	geneid_337879	337879	KRTAP8-1
geneid_1912	geneid_1912	1912	PHC2
geneid_343472	geneid_343472	343472	BARHL2
geneid_127943	geneid_127943	127943	FCRLM2
geneid_9501	geneid_9501	9501	RPH3AL
geneid_94009	geneid_94009	94009	SERHL
geneid_4218	geneid_4218	4218	RAB8A
geneid_5922	geneid_5922	5922	RASA2
geneid_257218	geneid_257218	257218	SHPRH
geneid_91526	geneid_91526	91526	ANKRD44
geneid_51088	geneid_51088	51088	KLHL5
geneid_54508	geneid_54508	54508	FLJ11235
geneid_84631	geneid_84631	84631	SLITRK2
geneid_8775	geneid_8775	8775	NAPA
geneid_10845	geneid_10845	10845	CLPX
geneid_26576	geneid_26576	26576	STK23
geneid_2896	geneid_2896	2896	GRN
geneid_10262	geneid_10262	10262	SF3B4
geneid_57576	geneid_57576	57576	KIF17
geneid_7094	geneid_7094	7094	TLN1
geneid_283658	geneid_283658	283658	LOC283658
geneid_9819	geneid_9819	9819	TSC22D2
geneid_55086	geneid_55086	55086	CXorf57
geneid_10435	geneid_10435	10435	CDC42EP2
geneid_9693	geneid_9693	9693	RAPGEF2
geneid_150000	geneid_150000	150000	ABCC13
geneid_128859	geneid_128859	128859	BPIL3
geneid_10424	geneid_10424	10424	PGRMC2
geneid_9112	geneid_9112	9112	MTA1
geneid_55739	geneid_55739	55739	FLJ10769
geneid_1727	geneid_1727	1727	CYB5R3
geneid_57732	geneid_57732	57732	ZFYVE28
geneid_221477	geneid_221477	221477	C6orf89
geneid_9205	geneid_9205	9205	ZMYM5
geneid_10526	geneid_10526	10526	IPO8
geneid_944	geneid_944	944	TNFSF8
geneid_55619	geneid_55619	55619	DOCK10
geneid_147947	geneid_147947	147947	ZNF542
geneid_23586	geneid_23586	23586	DDX58
geneid_139170	geneid_139170	139170	WDR40B
geneid_283130	geneid_283130	283130	LOC283130
geneid_284454	geneid_284454	284454	LOC284454
geneid_23019	geneid_23019	23019	CNOT1
geneid_1327	geneid_1327	1327	COX4I1
geneid_2676	geneid_2676	2676	GFRA3
geneid_29086	geneid_29086	29086	HSPC142
geneid_55745	geneid_55745	55745	C14orf108
geneid_55832	geneid_55832	55832	CAND1
geneid_10749	geneid_10749	10749	KIF1C
geneid_57475	geneid_57475	57475	PLEKHH1
geneid_54766	geneid_54766	54766	BTG4
geneid_54974	geneid_54974	54974	ICF45
geneid_9686	geneid_9686	9686	VGLL4
geneid_10107	geneid_10107	10107	TRIM10
geneid_80223	geneid_80223	80223	RAB11FIP1
geneid_9342	geneid_9342	9342	SNAP29
geneid_57026	geneid_57026	57026	PDXP
geneid_56171	geneid_56171	56171	DNAH7
geneid_196968	geneid_196968	196968	C15orf51
geneid_1072	geneid_1072	1072	CFL1
geneid_83942	geneid_83942	83942	TSSK1
geneid_644241	geneid_644241	644241	LOC644241
geneid_90113	geneid_90113	90113	LOC90113
geneid_5078	geneid_5078	5078	PAX4
geneid_4152	geneid_4152	4152	MBD1
geneid_1176	geneid_1176	1176	AP3S1
geneid_26273	geneid_26273	26273	FBXO3
geneid_84937	geneid_84937	84937	ZNRF1
geneid_91133	geneid_91133	91133	L3MBTL4
geneid_23616	geneid_23616	23616	SH3BP1
geneid_642987	geneid_642987	642987	FLJ43080
geneid_117532	geneid_117532	117532	TMC2
geneid_573	geneid_573	573	BAG1
geneid_711	geneid_711	711	C3orf51
geneid_84989	geneid_84989	84989	MGC14425
geneid_3898	geneid_3898	3898	LAD1
geneid_147990	geneid_147990	147990	MGC35440
geneid_11019	geneid_11019	11019	LIAS
geneid_10436	geneid_10436	10436	EMG1
geneid_80199	geneid_80199	80199	FUZ
geneid_375010	geneid_375010	375010	LOC375010
geneid_8354	geneid_8354	8354	HIST1H3I
geneid_222553	geneid_222553	222553	SLC35F1
geneid_7107	geneid_7107	7107	GPR137B
geneid_284418	geneid_284418	284418	C19orf16
geneid_317703	geneid_317703	317703	VN1R4
geneid_27033	geneid_27033	27033	ZBTB32
geneid_2977	geneid_2977	2977	GUCY1A2
geneid_90933	geneid_90933	90933	TRIM41
geneid_55324	geneid_55324	55324	ABCF3
geneid_5298	geneid_5298	5298	PIK4CB
geneid_654433	geneid_654433	654433	LOC654433
geneid_256435	geneid_256435	256435	ST6GALNAC3
geneid_9053	geneid_9053	9053	MAP7
geneid_147381	geneid_147381	147381	CBLN2
geneid_4285	geneid_4285	4285	MIPEP
geneid_54943	geneid_54943	54943	C21orf55
geneid_23300	geneid_23300	23300	ASCIZ
geneid_116154	geneid_116154	116154	PHACTR3
geneid_9874	geneid_9874	9874	TLK1
geneid_55109	geneid_55109	55109	AGGF1
geneid_10659	geneid_10659	10659	CUGBP2
geneid_140809	geneid_140809	140809	SRXN1
geneid_85019	geneid_85019	85019	C18orf45
geneid_6886	geneid_6886	6886	TAL1
geneid_4052	geneid_4052	4052	LTBP1
geneid_6234	geneid_6234	6234	RPS28
geneid_90853	geneid_90853	90853	SPOCD1
geneid_6934	geneid_6934	6934	TCF7L2
geneid_79591	geneid_79591	79591	C10orf76
geneid_9947	geneid_9947	9947	MAGEC1
geneid_5407	geneid_5407	5407	PNLIPRP1
geneid_9315	geneid_9315	9315	C5orf13
geneid_10762	geneid_10762	10762	NUP50
geneid_54951	geneid_54951	54951	COMMD8
geneid_9052	geneid_9052	9052	GPRC5A
geneid_57622	geneid_57622	57622	LRFN1
geneid_8476	geneid_8476	8476	CDC42BPA
geneid_92017	geneid_92017	92017	LOC92017
geneid_79148	geneid_79148	79148	MMP28
geneid_55841	geneid_55841	55841	WWC3
geneid_83868	geneid_83868	83868	TTTY13
geneid_8115	geneid_8115	8115	TCL1A
geneid_53358	geneid_53358	53358	SHC3
geneid_2524	geneid_2524	2524	FUT2
geneid_27241	geneid_27241	27241	PTHB1
geneid_10818	geneid_10818	10818	FRS2
geneid_57045	geneid_57045	57045	TWSG1
geneid_54627	geneid_54627	54627	KIAA1383
geneid_203228	geneid_203228	203228	C9orf72
geneid_7166	geneid_7166	7166	TPH1
geneid_10949	geneid_10949	10949	HNRPA0
geneid_285220	geneid_285220	285220	EPHA6
geneid_155382	geneid_155382	155382	VPS37D
geneid_7100	geneid_7100	7100	TLR5
geneid_55544	geneid_55544	55544	RBM38
geneid_56829	geneid_56829	56829	ZC3HAV1
geneid_10336	geneid_10336	10336	PCGF3
geneid_3846	geneid_3846	3846	KRTAP5-9
geneid_23349	geneid_23349	23349	KIAA1045
geneid_259282	geneid_259282	259282	FAM44A
geneid_55278	geneid_55278	55278	QRSL1
geneid_22918	geneid_22918	22918	CD93
geneid_55412	geneid_55412	55412	PRO2949
geneid_155368	geneid_155368	155368	WBSCR27
geneid_57538	geneid_57538	57538	ALPK3
geneid_2735	geneid_2735	2735	GLI1
geneid_5097	geneid_5097	5097	PCDH1
geneid_4704	geneid_4704	4704	NDUFA9
geneid_95681	geneid_95681	95681	TSGA14
geneid_83985	geneid_83985	83985	SPIN1
geneid_23408	geneid_23408	23408	SIRT5
geneid_10343	geneid_10343	10343	PKDREJ
geneid_8396	geneid_8396	8396	PIP5K2B
geneid_2043	geneid_2043	2043	EPHA4
geneid_25876	geneid_25876	25876	C20orf28
geneid_83959	geneid_83959	83959	SLC4A11
geneid_2794	geneid_2794	2794	GNL1
geneid_120939	geneid_120939	120939	C12orf59
geneid_504188	geneid_504188	504188	FAM27E2
geneid_83707	geneid_83707	83707	TRPT1
geneid_166824	geneid_166824	166824	RASSF6
geneid_5257	geneid_5257	5257	PHKB
geneid_192683	geneid_192683	192683	SCAMP5
geneid_221002	geneid_221002	221002	RASGEF1A
geneid_10488	geneid_10488	10488	CREB3
geneid_6863	geneid_6863	6863	TAC1
geneid_115811	geneid_115811	115811	IQCD
geneid_23530	geneid_23530	23530	NNT
geneid_4149	geneid_4149	4149	MAX
geneid_83417	geneid_83417	83417	FCRL4
geneid_9701	geneid_9701	9701	SAPS2
geneid_26231	geneid_26231	26231	LRRC29
geneid_339221	geneid_339221	339221	ENPP7
geneid_10572	geneid_10572	10572	SIVA
geneid_10652	geneid_10652	10652	YKT6
geneid_51199	geneid_51199	51199	NIN
geneid_152503	geneid_152503	152503	SH3D19
geneid_123872	geneid_123872	123872	LRRC50
geneid_3326	geneid_3326	3326	HSP90AB1
geneid_79649	geneid_79649	79649	RP11-535K18.3
geneid_6867	geneid_6867	6867	TACC1
geneid_26223	geneid_26223	26223	FBXL21
geneid_285489	geneid_285489	285489	C4orf25
geneid_10461	geneid_10461	10461	MERTK
geneid_8911	geneid_8911	8911	CACNA1I
geneid_3872	geneid_3872	3872	KRT17
geneid_7174	geneid_7174	7174	TPP2
geneid_256051	geneid_256051	256051	ZNF549
geneid_84243	geneid_84243	84243	ZDHHC18
geneid_79006	geneid_79006	79006	METRN
geneid_2940	geneid_2940	2940	GSTA3
geneid_51606	geneid_51606	51606	ATP6V1H
geneid_81542	geneid_81542	81542	TXNDC
geneid_567	geneid_567	567	B2M
geneid_6470	geneid_6470	6470	SHMT1
geneid_80309	geneid_80309	80309	SKIP
geneid_9468	geneid_9468	9468	PCYT1B
geneid_51619	geneid_51619	51619	UBE2D4
geneid_57530	geneid_57530	57530	CGN
geneid_6045	geneid_6045	6045	RNF2
geneid_65992	geneid_65992	65992	C20orf116
geneid_83902	geneid_83902	83902	KRTAP17-1
geneid_6416	geneid_6416	6416	MAP2K4
geneid_64145	geneid_64145	64145	ZFYVE20
geneid_222546	geneid_222546	222546	RFXDC1
geneid_3241	geneid_3241	3241	HPCAL1
geneid_91746	geneid_91746	91746	YTHDC1
geneid_55789	geneid_55789	55789	DEPDC1B
geneid_57631	geneid_57631	57631	LRCH2
geneid_127255	geneid_127255	127255	LRRC44
geneid_29850	geneid_29850	29850	TRPM5
geneid_55454	geneid_55454	55454	GALNACT-2
geneid_8735	geneid_8735	8735	MYH13
geneid_253714	geneid_253714	253714	C6orf167
geneid_6322	geneid_6322	6322	SCML1
geneid_6334	geneid_6334	6334	SCN8A
geneid_91614	geneid_91614	91614	DEPDC7
geneid_4841	geneid_4841	4841	NONO
geneid_254956	geneid_254956	254956	C9orf18
geneid_6546	geneid_6546	6546	SLC8A1
geneid_390595	geneid_390595	390595	LOC390595
geneid_29104	geneid_29104	29104	HEMK2
geneid_1265	geneid_1265	1265	CNN2
geneid_11201	geneid_11201	11201	POLI
geneid_9422	geneid_9422	9422	ZNF264
geneid_92379	geneid_92379	92379	ZFP62
geneid_401351	geneid_401351	401351	LOC401351
geneid_7407	geneid_7407	7407	VARS
geneid_4340	geneid_4340	4340	MOG
geneid_163479	geneid_163479	163479	FNDC7
geneid_57175	geneid_57175	57175	CORO1B
geneid_9836	geneid_9836	9836	LCMT2
geneid_23283	geneid_23283	23283	CSTF2T
geneid_26512	geneid_26512	26512	INTS6
geneid_1203	geneid_1203	1203	CLN5
geneid_6764	geneid_6764	6764	ST5
geneid_161635	geneid_161635	161635	LOC161635
geneid_2688	geneid_2688	2688	GH1
geneid_7447	geneid_7447	7447	VSNL1
geneid_79083	geneid_79083	79083	MLPH
geneid_4056	geneid_4056	4056	LTC4S
geneid_50507	geneid_50507	50507	NOX4
geneid_496	geneid_496	496	ATP4B
geneid_29070	geneid_29070	29070	CCDC113
geneid_83690	geneid_83690	83690	CRISPLD1
geneid_286044	geneid_286044	286044	LOC286044
geneid_400223	geneid_400223	400223	FLJ39779
geneid_55900	geneid_55900	55900	ZNF302
geneid_11055	geneid_11055	11055	ZPBP
geneid_6602	geneid_6602	6602	SMARCD1
geneid_8924	geneid_8924	8924	HERC2
geneid_64121	geneid_64121	64121	RRAGC
geneid_10253	geneid_10253	10253	SPRY2
geneid_6231	geneid_6231	6231	RPS26
geneid_6876	geneid_6876	6876	TAGLN
geneid_64221	geneid_64221	64221	ROBO3
geneid_85411	geneid_85411	85411	C6orf114
geneid_389	geneid_389	389	RHOC
geneid_354	geneid_354	354	KLK3
geneid_1136	geneid_1136	1136	CHRNA3
geneid_162461	geneid_162461	162461	TMEM92
geneid_23500	geneid_23500	23500	DAAM2
geneid_3554	geneid_3554	3554	IL1R1
geneid_55628	geneid_55628	55628	ZNF407
geneid_4324	geneid_4324	4324	MMP15
geneid_29923	geneid_29923	29923	HIG2
geneid_1644	geneid_1644	1644	DDC
geneid_255330	geneid_255330	255330	C3orf46
geneid_170685	geneid_170685	170685	NUDT10
geneid_811	geneid_811	811	CALR
geneid_51426	geneid_51426	51426	POLK
geneid_64220	geneid_64220	64220	STRA6
geneid_91010	geneid_91010	91010	FMNL3
geneid_10335	geneid_10335	10335	MRVI1
geneid_91750	geneid_91750	91750	C14orf46
geneid_374286	geneid_374286	374286	CDRT1
geneid_245932	geneid_245932	245932	DEFB119
geneid_10045	geneid_10045	10045	SH2D3A
geneid_139067	geneid_139067	139067	SPANX-N3
geneid_1500	geneid_1500	1500	CTNND1
geneid_8725	geneid_8725	8725	C19orf2
geneid_2268	geneid_2268	2268	FGR
geneid_131578	geneid_131578	131578	LRRC15
geneid_10972	geneid_10972	10972	TMED10
geneid_3859	geneid_3859	3859	KRT12
geneid_5737	geneid_5737	5737	PTGFR
geneid_6433	geneid_6433	6433	SFRS8
geneid_55780	geneid_55780	55780	C6orf70
geneid_79669	geneid_79669	79669	C3orf52
geneid_36	geneid_36	36	ACADSB
geneid_1303	geneid_1303	1303	COL12A1
geneid_5575	geneid_5575	5575	PRKAR1B
geneid_91977	geneid_91977	91977	MYOZ3
geneid_10584	geneid_10584	10584	COLEC10
geneid_22861	geneid_22861	22861	NALP1
geneid_949	geneid_949	949	SCARB1
geneid_144608	geneid_144608	144608	C12orf60
geneid_135154	geneid_135154	135154	C6orf57
geneid_147179	geneid_147179	147179	WIRE
geneid_81627	geneid_81627	81627	C1orf25
geneid_7267	geneid_7267	7267	TTC3
geneid_285	geneid_285	285	ANGPT2
geneid_6923	geneid_6923	6923	TCEB2
geneid_57680	geneid_57680	57680	CHD8
geneid_25953	geneid_25953	25953	PNKD
geneid_51441	geneid_51441	51441	YTHDF2
geneid_5747	geneid_5747	5747	PTK2
geneid_26168	geneid_26168	26168	SENP3
geneid_9355	geneid_9355	9355	LHX2
geneid_54876	geneid_54876	54876	FLJ20280
geneid_5187	geneid_5187	5187	PER1
geneid_347689	geneid_347689	347689	SOX2OT
geneid_5457	geneid_5457	5457	POU4F1
geneid_56245	geneid_56245	56245	C21orf62
geneid_64132	geneid_64132	64132	XYLT2
geneid_55421	geneid_55421	55421	C17orf85
geneid_389123	geneid_389123	389123	IQCF2
geneid_117166	geneid_117166	117166	WFIKKN1
geneid_10516	geneid_10516	10516	FBLN5
geneid_152641	geneid_152641	152641	FLJ30277
geneid_200162	geneid_200162	200162	SPAG17
geneid_388160	geneid_388160	388160	LOC388160
geneid_148534	geneid_148534	148534	TMEM56
geneid_3611	geneid_3611	3611	ILK
geneid_7093	geneid_7093	7093	TLL2
geneid_23683	geneid_23683	23683	PRKD3
geneid_1725	geneid_1725	1725	DHPS
geneid_120863	geneid_120863	120863	DEPDC4
geneid_8827	geneid_8827	8827	MYT2
geneid_23011	geneid_23011	23011	RAB21
geneid_259249	geneid_259249	259249	MRGPRX1
geneid_284565	geneid_284565	284565	NBPF15
geneid_8568	geneid_8568	8568	D21S2056E
geneid_54058	geneid_54058	54058	C21orf58
geneid_339834	geneid_339834	339834	CCDC36
geneid_7849	geneid_7849	7849	PAX8
geneid_3606	geneid_3606	3606	IL18
geneid_79777	geneid_79777	79777	ACBD4
geneid_649259	geneid_649259	649259	LOC649259
geneid_79989	geneid_79989	79989	TTC26
geneid_84902	geneid_84902	84902	FLJ14640
geneid_2907	geneid_2907	2907	GRINA
geneid_9829	geneid_9829	9829	DNAJC6
geneid_148811	geneid_148811	148811	FLJ32569
geneid_51270	geneid_51270	51270	TFDP3
geneid_51132	geneid_51132	51132	RNF12
geneid_2889	geneid_2889	2889	RAPGEF1
geneid_89857	geneid_89857	89857	KLHL6
geneid_9464	geneid_9464	9464	HAND2
geneid_79228	geneid_79228	79228	THOC6
geneid_493826	geneid_493826	493826	HCG12
geneid_6620	geneid_6620	6620	SNCB
geneid_280665	geneid_280665	280665	LOC280665
geneid_136319	geneid_136319	136319	MTPN
geneid_64005	geneid_64005	64005	MYO1G
geneid_2633	geneid_2633	2633	GBP1
geneid_5198	geneid_5198	5198	PFAS
geneid_65268	geneid_65268	65268	WNK2
geneid_7292	geneid_7292	7292	TNFSF4
geneid_54918	geneid_54918	54918	CMTM6
geneid_6450	geneid_6450	6450	SH3BGR
geneid_8224	geneid_8224	8224	SYN3
geneid_64853	geneid_64853	64853	C1orf80
geneid_10421	geneid_10421	10421	CD2BP2
geneid_1432	geneid_1432	1432	MAPK14
geneid_4086	geneid_4086	4086	SMAD1
geneid_84968	geneid_84968	84968	PNMA6A
geneid_1894	geneid_1894	1894	ECT2
geneid_10239	geneid_10239	10239	AP3S2
geneid_169166	geneid_169166	169166	MGC39715
geneid_79640	geneid_79640	79640	CTA-216E10.6
geneid_645158	geneid_645158	645158	LOC645158
geneid_389102	geneid_389102	389102	UNQ6490
geneid_23299	geneid_23299	23299	BICD2
geneid_5858	geneid_5858	5858	PZP
geneid_22929	geneid_22929	22929	SEPHS1
geneid_256949	geneid_256949	256949	ANKRD47
geneid_2972	geneid_2972	2972	BRF1
geneid_221300	geneid_221300	221300	BET3L
geneid_221	geneid_221	221	ALDH3B1
geneid_8000	geneid_8000	8000	PSCA
geneid_22794	geneid_22794	22794	CASC3
geneid_3875	geneid_3875	3875	KRT18
geneid_54852	geneid_54852	54852	PAQR5
geneid_57552	geneid_57552	57552	AADACL1
geneid_23339	geneid_23339	23339	VPS39
geneid_6913	geneid_6913	6913	TBX15
geneid_51520	geneid_51520	51520	LARS
geneid_2828	geneid_2828	2828	GPR4
geneid_25836	geneid_25836	25836	NIPBL
geneid_56666	geneid_56666	56666	PANX2
geneid_55178	geneid_55178	55178	RNMTL1
geneid_56165	geneid_56165	56165	TDRD1
geneid_946	geneid_946	946	SIGLEC6
geneid_1718	geneid_1718	1718	DHCR24
geneid_80831	geneid_80831	80831	APOL5
geneid_170393	geneid_170393	170393	C10orf91
geneid_138065	geneid_138065	138065	RNF183
geneid_5093	geneid_5093	5093	PCBP1
geneid_10846	geneid_10846	10846	PDE10A
geneid_7536	geneid_7536	7536	SF1
geneid_643277	geneid_643277	643277	LOC643277
geneid_10194	geneid_10194	10194	TSHZ1
geneid_3988	geneid_3988	3988	LIPA
geneid_6314	geneid_6314	6314	ATXN7
geneid_51438	geneid_51438	51438	MAGEC2
geneid_10230	geneid_10230	10230	NBR2
geneid_55012	geneid_55012	55012	C14orf10
geneid_114899	geneid_114899	114899	C1QTNF3
geneid_126638	geneid_126638	126638	RPTN
geneid_11174	geneid_11174	11174	ADAMTS6
geneid_4856	geneid_4856	4856	NOV
geneid_54900	geneid_54900	54900	LAX1
geneid_117584	geneid_117584	117584	RFFL
geneid_23169	geneid_23169	23169	SLC35D1
geneid_133015	geneid_133015	133015	C4orf28
geneid_84960	geneid_84960	84960	KIAA1984
geneid_84537	geneid_84537	84537	C21orf69
geneid_54820	geneid_54820	54820	NDE1
geneid_9442	geneid_9442	9442	CRSP8
geneid_246100	geneid_246100	246100	CTAG1A
geneid_55662	geneid_55662	55662	HIF1AN
geneid_54890	geneid_54890	54890	ALKBH5
geneid_29937	geneid_29937	29937	NENF
geneid_56667	geneid_56667	56667	MUC13
geneid_9806	geneid_9806	9806	SPOCK2
geneid_84777	geneid_84777	84777	MGC11082
geneid_875	geneid_875	875	CBS
geneid_4552	geneid_4552	4552	MTRR
geneid_414	geneid_414	414	ARSD
geneid_51083	geneid_51083	51083	GAL
geneid_9618	geneid_9618	9618	TRAF4
geneid_3973	geneid_3973	3973	LHCGR
geneid_55183	geneid_55183	55183	RIF1
geneid_81609	geneid_81609	81609	SNX27
geneid_8444	geneid_8444	8444	DYRK3
geneid_51710	geneid_51710	51710	ZNF44
geneid_8288	geneid_8288	8288	EPX
geneid_23005	geneid_23005	23005	MAPKBP1
geneid_254170	geneid_254170	254170	FBXO33
geneid_267	geneid_267	267	AMFR
geneid_320	geneid_320	320	APBA1
geneid_3452	geneid_3452	3452	IFNA21
geneid_7571	geneid_7571	7571	ZNF23
geneid_79873	geneid_79873	79873	NUDT18
geneid_3683	geneid_3683	3683	ITGAL
geneid_80228	geneid_80228	80228	TMEM142B
geneid_57596	geneid_57596	57596	KIAA1446
geneid_79568	geneid_79568	79568	FLJ22555
geneid_56851	geneid_56851	56851	C15orf24
geneid_7743	geneid_7743	7743	ZNF189
geneid_10673	geneid_10673	10673	TNFSF13B
geneid_5125	geneid_5125	5125	PCSK5
geneid_29789	geneid_29789	29789	PTD004
geneid_65979	geneid_65979	65979	PHACTR4
geneid_6249	geneid_6249	6249	RSN
geneid_84333	geneid_84333	84333	PCGF5
geneid_84931	geneid_84931	84931	FLJ14816
geneid_645445	geneid_645445	645445	LOC645445
geneid_150771	geneid_150771	150771	KIAA1754L
geneid_284942	geneid_284942	284942	MGC70863
geneid_6744	geneid_6744	6744	SSFA2
geneid_7220	geneid_7220	7220	TRPC1
geneid_51634	geneid_51634	51634	RBMX2
geneid_8646	geneid_8646	8646	CHRD
geneid_10611	geneid_10611	10611	PDLIM5
geneid_6576	geneid_6576	6576	SLC25A1
geneid_1933	geneid_1933	1933	EEF1B2
geneid_51102	geneid_51102	51102	MECR
geneid_493829	geneid_493829	493829	TRIM72
geneid_51085	geneid_51085	51085	MLXIPL
geneid_7042	geneid_7042	7042	TGFB2
geneid_64222	geneid_64222	64222	TOR3A
geneid_134637	geneid_134637	134637	DEADC1
geneid_51103	geneid_51103	51103	NDUFAF1
geneid_201931	geneid_201931	201931	FLJ38482
geneid_26057	geneid_26057	26057	ANKRD17
geneid_119710	geneid_119710	119710	C11orf74
geneid_11007	geneid_11007	11007	CCDC85B
geneid_26275	geneid_26275	26275	HIBCH
geneid_23201	geneid_23201	23201	KIAA0280
geneid_390876	geneid_390876	390876	LOC390876
geneid_6607	geneid_6607	6607	SMN2
geneid_7143	geneid_7143	7143	TNR
geneid_9699	geneid_9699	9699	RIMS2
geneid_86	geneid_86	86	ACTL6A
geneid_23196	geneid_23196	23196	FAM120A
geneid_254173	geneid_254173	254173	TTLL10
geneid_440574	geneid_440574	440574	C1orf151
geneid_54606	geneid_54606	54606	DDX56
geneid_64850	geneid_64850	64850	AGXT2L1
geneid_92715	geneid_92715	92715	WDR85
geneid_23195	geneid_23195	23195	MDN1
geneid_84674	geneid_84674	84674	CARD6
geneid_8100	geneid_8100	8100	IFT88
geneid_54785	geneid_54785	54785	C17orf59
geneid_10562	geneid_10562	10562	OLFM4
geneid_2104	geneid_2104	2104	ESRRG
geneid_24138	geneid_24138	24138	IFIT5
geneid_1149	geneid_1149	1149	CIDEA
geneid_317701	geneid_317701	317701	VN1R2
geneid_9704	geneid_9704	9704	DHX34
geneid_5902	geneid_5902	5902	RANBP1
geneid_6398	geneid_6398	6398	SECTM1
geneid_50512	geneid_50512	50512	PODXL2
geneid_4598	geneid_4598	4598	MVK
geneid_121599	geneid_121599	121599	SPIC
geneid_79877	geneid_79877	79877	DCAKD
geneid_3662	geneid_3662	3662	IRF4
geneid_9448	geneid_9448	9448	MAP4K4
geneid_22936	geneid_22936	22936	ELL2
geneid_221830	geneid_221830	221830	TWISTNB
geneid_9992	geneid_9992	9992	KCNE2
geneid_57095	geneid_57095	57095	C1orf128
geneid_8995	geneid_8995	8995	TNFSF18
geneid_7332	geneid_7332	7332	UBE2L3
geneid_3458	geneid_3458	3458	IFNG
geneid_23129	geneid_23129	23129	PLXND1
geneid_6827	geneid_6827	6827	SUPT4H1
geneid_9663	geneid_9663	9663	LPIN2
geneid_55095	geneid_55095	55095	SAMD4B
geneid_2782	geneid_2782	2782	GNB1
geneid_4487	geneid_4487	4487	MSX1
geneid_55297	geneid_55297	55297	CCDC91
geneid_164153	geneid_164153	164153	UBL4B
geneid_119504	geneid_119504	119504	C10orf104
geneid_1408	geneid_1408	1408	CRY2
geneid_7388	geneid_7388	7388	UQCRH
geneid_92610	geneid_92610	92610	TIFA
geneid_130340	geneid_130340	130340	AP1S3
geneid_55196	geneid_55196	55196	C12orf35
geneid_163590	geneid_163590	163590	TOR1AIP2
geneid_3543	geneid_3543	3543	IGLL1
geneid_115294	geneid_115294	115294	PCMTD1
geneid_83548	geneid_83548	83548	COG3
geneid_80306	geneid_80306	80306	MED28
geneid_84787	geneid_84787	84787	SUV420H2
geneid_149421	geneid_149421	149421	FLJ32206
geneid_213	geneid_213	213	ALB
geneid_55766	geneid_55766	55766	H2AFJ
geneid_84162	geneid_84162	84162	KIAA1109
geneid_5564	geneid_5564	5564	PRKAB1
geneid_23200	geneid_23200	23200	ATP11B
geneid_6879	geneid_6879	6879	TAF7
geneid_283458	geneid_283458	283458	NME2P1
geneid_5264	geneid_5264	5264	PHYH
geneid_112398	geneid_112398	112398	EGLN2
